ID,Lat,Lon,Label,Target,B2_1,B3_1,B4_1,B8_1,B2_2,B3_2,B4_2,B8_2,B2_3,B3_3,B4_3,B8_3,B2_4,B3_4,B4_4,B8_4,B2_5,B3_5,B4_5,B8_5,B2_6,B3_6,B4_6,B8_6,B2_7,B3_7,B4_7,B8_7,B2_8,B3_8,B4_8,B8_8,B2_9,B3_9,B4_9,B8_9,B2_10,B3_10,B4_10,B8_10,B2_11,B3_11,B4_11,B8_11,B2_12,B3_12,B4_12,B8_12,NDVI_1,NDVI_2,NDVI_3,NDVI_4,NDVI_5,NDVI_6,NDVI_7,NDVI_8,NDVI_9,NDVI_10,NDVI_11,NDVI_12,soil_data,distance_from_bottom_left,distance_from_top_right,distance_from_top_left,distance_from_bottom_right,slope,distance_pca,Land_Cover
ID_MEFR71VSELJ1,32.141272,48.31436,2,1,496.6666666666667,773.3333333333334,626.3333333333334,3797.6666666666665,591.6666666666666,820.1666666666666,643.5,3990.0,406.6,666.4,454.8,4565.6,2565.333333333333,2477.833333333333,2349.0,4706.333333333333,2185.4,2554.4,2425.8,5461.6,4256.833333333333,4333.5,4014.6666666666665,5302.333333333333,519.2,927.4,810.8,2953.0,3307.2,3497.0,3492.6,4789.0,1956.1666666666667,2050.1666666666665,2272.6666666666665,2973.333333333333,2948.2,2872.0,3035.6,3298.8,2868.0,3008.6666666666665,3072.333333333333,3925.6666666666665,769.5,1161.5,1180.3333333333333,3088.0,0.7168474984930681,0.7222402071867918,0.8188192175922236,0.3341207597089672,0.3848923599665289,0.1382061464706092,0.5691588288431904,0.1565397990726429,0.1335620790443513,0.0415508966910836,0.1219396017909878,0.4469347910972276,2.0,17.562715633685784,2487.64048833946,23.58032823107853,21.19210957568129,2.868193432103691,-2480.1131210134063,40
ID-SU-1-253,14.333388025056223,33.406753223672325,1,1,3040.1666666666665,3015.0,2928.6666666666665,3404.6666666666665,5353.333333333333,5248.833333333333,4964.666666666667,5814.666666666667,4683.2,4015.0,4376.0,5808.2,1543.0,1618.8,1454.6,3894.0,389.1666666666667,650.6666666666666,558.6666666666666,3248.0,299.6666666666667,540.3333333333334,526.1666666666666,3131.0,278.0,478.5,586.3333333333334,2657.6666666666665,435.3333333333333,644.6666666666666,787.0,2509.333333333333,801.5,1080.0,1246.6666666666667,2671.0,596.5,874.6666666666666,1152.6666666666667,2436.0,2006.6666666666667,2120.1666666666665,2386.6666666666665,2922.6666666666665,774.1666666666666,1003.1666666666666,1278.6666666666667,1543.0,0.0751578947368421,0.0788545983053992,0.1406296027179356,0.4560819653741166,0.7064798598949212,0.7122544775099121,0.638512124948623,0.5224997471938517,0.3635667489151705,0.3576072821846554,0.10095429432446,0.0936798582398109,2.0,2492.271314247779,8.379826063095141,2514.5123389519904,2512.0006068120056,2.126428325173504,2487.7545311799886,40
ID_4H58BOAXOT71,32.202627,48.278068,2,0,1725.1666666666667,2132.1666666666665,2594.1666666666665,2878.5,1605.1666666666667,1962.6666666666667,2351.833333333333,2622.6666666666665,1696.2,2081.2,2477.8,2750.9,3611.6666666666665,3671.5,3684.0,4196.166666666667,3106.6,3444.2,3726.6,4002.4,5238.0,5221.0,5213.0,5496.833333333333,1480.4,1764.8,2064.8,2356.7,5047.4,5083.2,5122.3,5435.8,1632.0,1855.3333333333333,1976.0,2505.25,3399.8,3471.2,3600.9,3956.6,2665.5,2852.833333333333,3020.1666666666665,3363.6666666666665,1407.5,1807.5,2210.0,2491.6666666666665,0.0519551711536119,0.0544443327637617,0.0522309560693862,0.0649943952116072,0.0356837883296675,0.026502124216063,0.0660183195748048,0.0296928424621854,0.1181032078103207,0.0470658286470393,0.0538077957340156,0.0599078341013824,0.0,10.850749583179354,2490.6010082198923,24.06973821534652,22.072126806289525,1.0959744971234593,-2484.242611238339,50
ID_E3NOIAMZ0WGN,32.431967,48.162276,2,0,1236.4166666666667,1665.4166666666667,2235.333333333333,2777.333333333333,1324.9166666666667,1740.8333333333333,2313.583333333333,2746.25,1228.9,1721.9,2340.2,2891.0,1212.625,1713.375,2301.333333333333,2743.083333333333,2869.0,3153.5,3525.8,4077.2,8810.791666666666,8647.583333333334,8420.083333333334,8828.375,997.8,1416.1,1592.25,3005.3,4186.15,4316.7,4274.2,5411.8,2016.2916666666667,2166.9166666666665,2138.6666666666665,3350.125,4241.95,4329.6,4213.65,4979.6,2651.583333333333,2919.75,3295.0,3723.9166666666665,1214.0,1705.5833333333333,2287.1666666666665,2865.6666666666665,0.1081260805958239,0.0855100629137981,0.1052913289493806,0.0875720681281284,0.0725240036827567,0.0236711976674243,0.3073484790812498,0.1174478628948998,0.2207149418132406,0.0833165637832105,0.0611086706163106,0.1122683313387456,1.0,20.690664647215257,2503.06221701628,39.54322809175023,39.15249332470516,4.759944824830647,-2469.196608054137,30
ID-IR-0-11,32.28934090087358,48.16260379085725,2,0,668.9166666666666,930.4166666666666,994.8333333333334,2597.833333333333,762.1666666666666,992.4166666666666,1035.0,2586.0,580.6,827.4,905.6,2516.8,2966.583333333333,2881.1666666666665,2893.6666666666665,3864.5,2216.7,2440.2,2450.8,3937.6,4707.5,4523.333333333333,4502.75,4861.333333333333,419.1,621.4,660.9,1849.1,3056.7,3211.7,3165.2,4362.9,1189.75,1317.8333333333333,1135.25,2769.333333333333,2288.5,2352.4,2137.5,3795.6,2592.4166666666665,2606.333333333333,2500.083333333333,3824.6666666666665,1167.1666666666667,1336.5,1497.5833333333333,1695.5833333333333,0.4461866765633698,0.4283347141673571,0.4707807386629267,0.1436533576660337,0.2327343309748919,0.0382934795183724,0.4733864541832668,0.1590972489738446,0.4185038949951979,0.2794660464175557,0.209428567664071,0.0620074116603163,0.0,4.933883679979043,2490.932325475919,34.453615832592845,33.1058491852592,2.1541407562610697,-2476.601701538669,40
ID_PQ2UVUZV7Q0Y,32.355071,48.273128,2,1,1138.8333333333333,1549.3333333333333,2135.6666666666665,2602.0,1269.3333333333333,1679.8333333333333,2219.6666666666665,2637.833333333333,1212.8,1644.2,2227.0,2665.2,4174.166666666667,3944.0833333333335,4000.3333333333335,4541.833333333333,2437.9,2782.0,3148.3,3598.4,5713.166666666667,5627.666666666667,5509.25,5814.083333333333,1259.8,1533.4,1645.8,2522.9,3243.0,3587.8,3740.7,4566.1,1518.75,1799.5,1746.5,4059.5833333333335,4642.6,4626.2,4178.4,6787.6,1811.8333333333333,2011.5833333333333,1810.25,4893.666666666667,431.5,865.5833333333334,539.0833333333334,4784.666666666667,0.0984310138605502,0.0860868073425974,0.089571154082008,0.0633914112344642,0.0667140972623652,0.0269208124816013,0.210401324153813,0.0993643761737372,0.3983896200823848,0.237935436804669,0.4599425708851791,0.7974798465993583,2.0,15.227751494705066,2503.2166099457786,26.34808528057264,25.7881813912346,2.9885486071895,-2485.330220119712,40
ID-IR-0-121,31.97991895222048,48.56192385329709,2,0,1741.3333333333333,2472.6666666666665,3412.0,3985.3333333333335,1737.6666666666667,2417.0,3289.333333333333,3828.6666666666665,1770.4,2569.6,3518.4,4151.2,2180.0,2822.0,3529.6666666666665,4002.3333333333335,3139.6,3866.0,4608.0,5232.4,4026.0,4024.0,4078.3333333333335,4562.333333333333,1346.4,1998.0,2628.8,3594.0,4477.2,4679.2,4974.8,5743.2,1466.3333333333333,1958.3333333333333,2390.6666666666665,3388.0,2362.4,2776.0,3251.2,3976.0,2674.0,3078.0,3605.0,4163.0,1555.3333333333333,2251.6666666666665,3111.6666666666665,3776.0,0.0775054073540014,0.0757703474758827,0.0825075623239803,0.0627544698176668,0.0634527051745863,0.0560141964354601,0.1551070257761778,0.0716924799402873,0.1725888324873097,0.1002878016382555,0.0718331616889804,0.0964525964283986,0.0,46.9643102943779,2489.428371621048,30.650871996742424,29.00009886457281,2.865249778824036,-2458.885038659148,60
ID_8TPR6JLPLA49,14.400713,33.51803,1,0,4760.333333333333,4592.0,4463.666666666667,5265.5,4347.0,4154.5,3935.6666666666665,4730.0,3622.1,3455.6,3237.6,4344.6,1480.6,1641.8,1620.7,3305.8,193.91666666666663,425.0,416.75,2219.833333333333,166.08333333333334,416.5833333333333,401.9166666666667,2130.6666666666665,232.0833333333333,480.8333333333333,513.8333333333334,2038.3333333333333,340.1666666666667,592.0833333333334,598.1666666666666,2230.333333333333,934.6666666666666,1272.8333333333333,1404.0833333333333,2758.1666666666665,510.9166666666667,880.5,890.0833333333334,3089.0,1839.4166666666667,2114.25,2056.333333333333,3879.6666666666665,1180.6666666666667,1527.5,1591.8333333333333,3101.333333333333,0.0824154175588864,0.0916644228180174,0.1459998417345889,0.3420481071754795,0.6838711716552357,0.6826034023230562,0.5973355972049893,0.5770431913263804,0.3253248443349951,0.5526189030136757,0.3071653189577717,0.3216378422529209,0.0,2479.323991847609,8.81897061373102,2501.5085675718733,2498.996821803224,4.16775713562717,2468.0276656295973,126
ID-IR-1-105,32.122074875800934,48.47535429675051,2,1,895.3333333333334,1243.3333333333333,1821.0,2791.0,1150.3333333333333,1509.0,2003.0,2499.0,771.0,1132.2,1402.8,2617.2,1138.3333333333333,1244.3333333333333,1095.0,3385.333333333333,1831.8,2112.4,2052.2,4113.2,4429.833333333333,4273.666666666667,3992.5,5081.0,476.6,727.4,824.4,2378.0,3198.0,3427.0,3592.8,4545.6,1512.0,1788.8333333333333,2089.6666666666665,2855.6666666666665,3570.2,3675.6,3856.4,4598.8,2344.6666666666665,2461.6666666666665,2257.1666666666665,4371.666666666667,524.3333333333334,879.8333333333334,842.6666666666666,3438.6666666666665,0.2103209019947962,0.1101732563305197,0.3020895522388059,0.511197083550331,0.3342848801375417,0.119964732462666,0.4851361478890831,0.1170746092598053,0.1548935022917228,0.0878039549626265,0.3189852412440601,0.6063531610090315,2.0,31.467986146051093,2495.9395998224786,15.437886733454793,13.15544970953621,3.5366140598560327,-2485.4388406008843,40
ID_O0B59UUWRBSE,14.441855,33.224281,1,1,4528.75,4252.833333333333,4113.833333333333,4217.666666666667,4413.916666666667,4264.0,4165.0,4306.666666666667,4436.1,4176.5,3937.6,4254.5,1762.8,1846.4,1873.1,2523.6,342.9166666666667,564.8333333333334,787.5,1227.5,372.5,639.9166666666666,751.1666666666666,1740.8333333333333,322.5833333333333,667.0,526.8333333333334,3663.25,426.5833333333333,760.25,551.3333333333334,4749.333333333333,874.0,1278.1666666666667,1470.8333333333333,3345.0,819.9166666666666,1145.0,1551.3333333333333,2045.6666666666667,1455.0,1592.25,1924.1666666666667,2263.833333333333,945.0,1207.9166666666667,1501.5,1694.5,0.0124627418031967,0.0167224080267558,0.038683609819216,0.1479518729956558,0.2183622828784119,0.3971375066880684,0.7485332431733657,0.7919758520940763,0.389167676068524,0.1374293392642017,0.0811047437121935,0.0603879849812265,2.0,2493.5279312664684,30.722238138746235,2515.9991626436563,2513.487624608416,2.940110996249352,2478.755808630322,40
ID_XC5VVR4Q9UR4,32.270988,48.268816,2,1,1226.3333333333333,1688.5,2255.5,2856.6666666666665,1207.1666666666667,1586.1666666666667,2021.8333333333333,2410.1666666666665,1263.8,1748.0,2311.9,2783.0,3423.75,3665.5833333333335,3758.3333333333335,3969.3333333333335,2728.5,3070.5,3227.3,4173.4,4123.416666666667,4199.25,3940.9166666666665,5500.333333333333,333.6,569.6,309.6,4420.5,3730.3,3785.9,3509.1,6318.5,1325.0833333333333,1458.8333333333333,1153.8333333333333,4806.916666666667,1924.0,2109.2,1791.2,5445.2,2363.583333333333,2582.083333333333,2696.6666666666665,4055.0,1317.3333333333333,1790.1666666666667,2353.583333333333,2809.833333333333,0.1175952792358099,0.0876203369434416,0.0924650140336414,0.027304490359315,0.127839258448525,0.165170572399488,0.8690936766664551,0.2858683707110586,0.6128563240084443,0.5049472113205462,0.2011848926191064,0.0883620341827924,0.0,9.255703839744196,2495.823618638244,24.318607491457044,22.919298925142098,2.154028040844349,-2487.085860630855,40
ID_O9RJHJWSIANE,14.303964,33.409513,1,0,3259.0,3216.333333333333,3208.333333333333,3716.6666666666665,6230.666666666667,5898.833333333333,5606.333333333333,5982.666666666667,4044.4,3951.4,3784.8,4436.8,2127.4,2186.8,2239.2,3003.6,449.6666666666667,723.5,944.5,2038.6666666666667,512.0,761.0,1037.5,2005.6666666666667,549.8333333333334,818.3333333333334,1113.3333333333333,1943.3333333333333,677.5,963.8333333333334,1281.3333333333333,2145.333333333333,1078.1666666666667,1407.0,1728.6666666666667,2614.333333333333,875.0,1219.6666666666667,1593.6666666666667,2643.333333333333,1769.8333333333333,1940.3333333333333,2227.0,3075.333333333333,972.6666666666666,1269.3333333333333,1604.6666666666667,2335.6666666666665,0.0734055354993982,0.0324733224034285,0.0793032986280042,0.1457999542229343,0.3667802670540253,0.3181444766964236,0.2715376226826608,0.2521400778210117,0.2039296952951109,0.2477381795295413,0.1599924561513799,0.1855172997208357,1.0,2494.802586815713,8.51081658192162,2517.022445919595,2514.510707053096,2.1262026423772014,2491.4709951882724,50
ID_UE07Z8F7B4D3,14.434669,33.227245,1,1,4913.916666666667,4638.916666666667,4540.833333333333,4633.666666666667,4509.916666666667,4300.5,4134.166666666667,4383.416666666667,3850.6,3602.6,3556.9,3797.2,1816.6,1855.7,1993.3,2172.6,386.0833333333333,611.4166666666666,880.1666666666666,1164.8333333333333,386.3333333333333,677.75,642.1666666666666,2437.1666666666665,235.66666666666663,513.6666666666666,327.5,3850.0833333333335,278.5833333333333,502.5,375.6666666666667,3805.1666666666665,756.75,1073.6666666666667,1198.3333333333333,3037.5,1180.75,1707.3333333333333,2458.833333333333,3676.0,2006.8333333333333,2347.0,2876.333333333333,3600.5,950.0833333333334,1189.3333333333333,1483.1666666666667,1684.8333333333333,0.0101186259015024,0.0292629951766443,0.0326756503175099,0.0430399193451595,0.13920130399348,0.582918380601862,0.8432107877361312,0.8202910105640822,0.4341924060594138,0.1984025645901817,0.1118087542780679,0.0636574074074073,3.0,2494.000894533378,30.1094113652876,2516.46494667768,2513.953399167869,5.121667022567119,2479.7641107541413,40
ID_9GZNKM0Q6WPA,14.271715,33.260483,1,1,3524.333333333333,3466.6666666666665,3527.333333333333,3558.333333333333,6731.333333333333,6316.5,6004.333333333333,6041.333333333333,4346.6,4102.0,4048.8,4144.4,3332.2,3213.8,3190.8,3262.4,438.3333333333333,627.0,862.0,1071.1666666666667,450.3333333333333,658.0,835.5,1204.5,390.8333333333333,648.5,656.5,2119.333333333333,416.0,736.8333333333334,504.3333333333333,4245.666666666667,811.6666666666666,1216.5,1189.5,4158.0,941.3333333333334,1291.6666666666667,1801.6666666666667,2411.0,2751.833333333333,2819.0,2997.333333333333,3226.6666666666665,1409.3333333333333,1559.3333333333333,1733.6666666666667,1953.6666666666667,0.0043750294020793,0.0030716440213631,0.0116682126641604,0.0110952705634413,0.1081989826709199,0.1808823529411764,0.5269888922245572,0.7876491228070176,0.5551192145862552,0.1446431397373001,0.0368466152527848,0.0596637136141746,1.0,2506.851789226242,24.933623319870787,2529.183113034114,2526.671429914103,4.680714360600248,2501.513081936715,40
ID_S4DA49CTJFZT,32.212957,48.346071,2,1,1141.1666666666667,1498.6666666666667,1908.0,2303.333333333333,946.8333333333334,1255.6666666666667,1427.6666666666667,2415.333333333333,297.8,541.0,430.4,3292.8,4176.333333333333,4295.5,4397.833333333333,4880.333333333333,2290.4,2578.6,2808.8,3673.4,5526.666666666667,5409.0,5179.333333333333,5861.5,322.4,567.6,321.4,3789.8,2831.6,2894.6,2655.6,5680.0,1602.1666666666667,1669.3333333333333,1386.1666666666667,5127.333333333333,2366.8,2414.4,2301.0,4062.8,2050.333333333333,2144.5,2330.0,2858.6666666666665,1091.5,1439.0,1847.0,2228.333333333333,0.0938736742124426,0.2570040766762078,0.7688010313708638,0.0520038082236073,0.1333806423745024,0.0617857951543513,0.8436466238567816,0.3628293104275637,0.574371177810189,0.2768471667871398,0.1018887318514711,0.093571078030427,0.0,16.523798984815066,2495.633109618582,17.58684278524962,15.57187624498482,0.0,-2490.4391295282285,40
